,sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,is_5g,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
2163,SAMS-00002164,2022-01-10,2022,Q1,January,Chile,South America,Arica,Samsung Galaxy A14,Galaxy A,64 GB,Awesome White,No,170.71,0,1,170.71,170.71,CLP,960,163881.6,Carrier Store,Debit Card,Business,45–54,Android (Samsung),3.2,Exchanged
2164,SAMS-00002165,2022-01-20,2022,Q1,January,Chile,South America,Arica,Samsung Smart Tag 2,Accessories,,Navy,No,27.45,10,5,24.7,123.5,CLP,960,118560,Corporate / B2B,Debit Card,Individual,45–54,,3,Kept
2165,SAMS-00002166,2022-02-04,2022,Q1,February,Chile,South America,Arica,Samsung OLED S95C 65-inch,Smart TV,,Black,No,2519.49,0,1,2519.49,2519.49,CLP,960,2418710.4,Authorized Reseller,Cash,Enterprise,25–34,,3.5,Returned
2166,SAMS-00002167,2022-02-14,2022,Q1,February,Chile,South America,Arica,Samsung 870 EVO 1TB SSD,Accessories,,Navy,No,109.92,12,1,96.73,96.73,CLP,960,92860.8,E-commerce Platform,Cash,Enterprise,55+,,3.1,Kept
2167,SAMS-00002168,2022-03-27,2022,Q1,March,Chile,South America,Arica,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,512 GB,Graphite,No,1168.98,12,2,1028.7,2057.4,CLP,960,1975104,Samsung Store,Net Banking,Government,35–44,,,Kept
2168,SAMS-00002169,2022-05-08,2022,Q2,May,Chile,South America,Arica,Samsung Galaxy S21 FE,Galaxy S,1 TB,Lavender,No,537.66,10,1,483.89,483.89,CLP,960,464534.4,Third-Party Retailer,Gift Card,Education,18–24,New User,,Kept
2169,SAMS-00002170,2022-07-28,2022,Q3,July,Chile,South America,Arica,Samsung Galaxy S23+,Galaxy S,128 GB,Titanium Violet,Yes,975.66,0,1,975.66,975.66,CLP,960,936633.6,Carrier Store,EMI / Installment,Enterprise,25–34,New User,,Kept
2170,SAMS-00002171,2022-07-31,2022,Q3,July,Chile,South America,Arica,Samsung Galaxy Z Flip 4,Galaxy Z,256 GB,Green,Yes,801.61,0,1,801.61,801.61,CLP,960,769545.6,E-commerce Platform,Gift Card,Business,25–34,iOS,,Returned
2171,SAMS-00002172,2022-10-19,2022,Q4,October,Chile,South America,Arica,Samsung QE50Q80C QLED 50-inch,Smart TV,,Beige,No,910.51,2,1,892.3,892.3,CLP,960,856608,Samsung Store,Samsung Pay,Business,45–54,,4.1,Kept
2172,SAMS-00002173,2023-01-15,2023,Q1,January,Chile,South America,Arica,Samsung Galaxy S22+,Galaxy S,1 TB,Phantom Black,Yes,888.04,15,4,754.83,3019.32,CLP,960,2898547.2,Authorized Reseller,Cash,Individual,25–34,New User,3.6,Exchanged
2173,SAMS-00002174,2023-04-09,2023,Q2,April,Chile,South America,Arica,Samsung Galaxy Z Flip 5,Galaxy Z,512 GB,Cream,Yes,917.41,0,4,917.41,3669.64,CLP,960,3522854.4,Corporate / B2B,BNPL (Buy Now Pay Later),Government,55+,Android (Other),4.2,Kept
2174,SAMS-00002175,2023-04-18,2023,Q2,April,Chile,South America,Arica,Samsung Galaxy Watch 6,Galaxy Watch,,Black,No,310.18,5,1,294.67,294.67,CLP,960,282883.2,E-commerce Platform,Samsung Pay,Government,18–24,,3.6,Kept
2175,SAMS-00002176,2023-04-24,2023,Q2,April,Chile,South America,Arica,Samsung Galaxy S24 Ultra,Galaxy S,128 GB,Phantom White,Yes,1339.61,7,1,1245.84,1245.84,CLP,960,1196006.4,Corporate / B2B,EMI / Installment,Enterprise,55+,Android (Samsung),4.4,Kept
2176,SAMS-00002177,2023-06-11,2023,Q2,June,Chile,South America,Arica,Samsung Galaxy Tab S9 FE,Galaxy Tab,512 GB,Graphite,No,446.07,3,1,432.69,432.69,CLP,960,415382.4,E-commerce Platform,EMI / Installment,Individual,35–44,,4.5,Kept
2177,SAMS-00002178,2023-08-14,2023,Q3,August,Chile,South America,Arica,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,1 TB,Graphite,No,1225.93,0,1,1225.93,1225.93,CLP,960,1176892.8,Third-Party Retailer,Samsung Pay,Education,55+,,4.4,Kept
2178,SAMS-00002179,2023-09-07,2023,Q3,September,Chile,South America,Arica,Samsung Galaxy Watch 4,Galaxy Watch,,Bora Purple,No,198.83,0,1,198.83,198.83,CLP,960,190876.8,Samsung Store,Net Banking,Education,55+,,2.6,Kept
2179,SAMS-00002180,2023-09-19,2023,Q3,September,Chile,South America,Arica,Samsung S Pen (Galaxy S24 Ultra),Accessories,,Silver,Yes,48.3,3,2,46.85,93.7,CLP,960,89952,Carrier Store,Credit Card,Individual,45–54,,,Kept
2180,SAMS-00002181,2023-10-13,2023,Q4,October,Chile,South America,Arica,Samsung Galaxy Z Flip 5,Galaxy Z,256 GB,Lavender,Yes,1037.39,7,1,964.77,964.77,CLP,960,926179.2,Third-Party Retailer,Samsung Pay,Business,18–24,iOS,4.1,Kept
2181,SAMS-00002182,2024-01-08,2024,Q1,January,Chile,South America,Arica,Samsung Galaxy Z Fold 5,Galaxy Z,512 GB,Icy Blue,Yes,1879.6,0,2,1879.6,3759.2,CLP,960,3608832,Online (Samsung.com),Net Banking,Education,55+,Android (Other),4.9,Kept
2182,SAMS-00002183,2024-03-15,2024,Q1,March,Chile,South America,Arica,Samsung WindFree AC 1.5 Ton,Appliances,,Black,No,812.46,20,1,649.97,649.97,CLP,960,623971.2,E-commerce Platform,BNPL (Buy Now Pay Later),Individual,18–24,,4.2,Kept
2183,SAMS-00002184,2024-04-03,2024,Q2,April,Chile,South America,Arica,Samsung 9kg Front Load Washer,Appliances,,Silver,No,825.13,0,2,825.13,1650.26,CLP,960,1584249.6,Third-Party Retailer,Credit Card,Education,25–34,,3.3,Returned
2184,SAMS-00002185,2024-05-31,2024,Q2,May,Chile,South America,Arica,Samsung 25W USB-C Adapter,Accessories,,Black,No,28.93,2,1,28.35,28.35,CLP,960,27216,Authorized Reseller,BNPL (Buy Now Pay Later),Individual,35–44,,3.9,Kept
2185,SAMS-00002186,2024-06-01,2024,Q2,June,Chile,South America,Arica,Samsung Galaxy Tab S9+,Galaxy Tab,64 GB,Graphite,No,925.95,20,2,740.76,1481.52,CLP,960,1422259.2,Third-Party Retailer,Samsung Pay,Individual,55+,,3.1,Kept
2186,SAMS-00002187,2024-08-24,2024,Q3,August,Chile,South America,Arica,Samsung Galaxy Buds FE,Galaxy Buds,,Bora Purple,No,93.35,0,3,93.35,280.05,CLP,960,268848,Corporate / B2B,BNPL (Buy Now Pay Later),Education,25–34,,,Kept
2187,SAMS-00002188,2024-08-30,2024,Q3,August,Chile,South America,Arica,Samsung Galaxy Z Fold 5,Galaxy Z,256 GB,Graphite,Yes,1752.2,10,1,1576.98,1576.98,CLP,960,1513900.8,Third-Party Retailer,EMI / Installment,Business,55+,New User,3.6,Kept
2188,SAMS-00002189,2024-09-19,2024,Q3,September,Chile,South America,Arica,Samsung Galaxy Watch 5 Pro,Galaxy Watch,,Gold,No,342.72,0,1,342.72,342.72,CLP,960,329011.2,Online (Samsung.com),Debit Card,Enterprise,18–24,,,Kept
2189,SAMS-00002190,2024-10-12,2024,Q4,October,Chile,South America,Arica,Samsung Galaxy A53 5G,Galaxy A,128 GB,Awesome White,Yes,428.24,7,2,398.26,796.52,CLP,960,764659.2,Corporate / B2B,BNPL (Buy Now Pay Later),Enterprise,35–44,Feature Phone,,Exchanged
2190,SAMS-00002191,2024-11-19,2024,Q4,November,Chile,South America,Arica,Samsung Neo QLED 8K QN900C,Smart TV,,White,No,4766.65,3,1,4623.65,4623.65,CLP,960,4438704,Corporate / B2B,Gift Card,Individual,45–54,,3,Kept
2191,SAMS-00002192,2021-02-04,2021,Q1,February,Chile,South America,Concepción,Samsung 25L Microwave,Appliances,,Silver,No,205.96,15,5,175.07,875.35,CLP,960,840336,Authorized Reseller,Cash,Enterprise,45–54,,,Kept
2192,SAMS-00002193,2021-02-23,2021,Q1,February,Chile,South America,Concepción,Samsung OLED S95C 65-inch,Smart TV,,Beige,No,2356.17,12,1,2073.43,2073.43,CLP,960,1990492.8,Online (Samsung.com),Credit Card,Business,25–34,,3,Kept
2193,SAMS-00002194,2021-03-23,2021,Q1,March,Chile,South America,Concepción,Samsung Galaxy Tab A9+,Galaxy Tab,128 GB,Cream,No,372.81,0,3,372.81,1118.43,CLP,960,1073692.8,Corporate / B2B,Cash,Business,55+,,3.5,Exchanged
2194,SAMS-00002195,2021-07-10,2021,Q3,July,Chile,South America,Concepción,Samsung Crystal UHD 43-inch,Smart TV,,Beige,No,529.02,7,1,491.99,491.99,CLP,960,472310.4,E-commerce Platform,Credit Card,Enterprise,45–54,,,Kept
2195,SAMS-00002196,2021-10-09,2021,Q4,October,Chile,South America,Concepción,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Titanium Gray,Yes,1243.2,0,1,1243.2,1243.2,CLP,960,1193472,Online (Samsung.com),Gift Card,Individual,55+,iOS,,Exchanged
2196,SAMS-00002197,2021-11-19,2021,Q4,November,Chile,South America,Concepción,Samsung Galaxy A24,Galaxy A,64 GB,Awesome Peach,No,270.37,20,1,216.3,216.3,CLP,960,207648,E-commerce Platform,Samsung Pay,Business,18–24,New User,3.7,Returned
2197,SAMS-00002198,2022-01-24,2022,Q1,January,Chile,South America,Concepción,Samsung Neo QLED 8K QN900C,Smart TV,,Black,No,5097.67,12,6,4485.95,26915.7,CLP,960,25839072,Third-Party Retailer,EMI / Installment,Government,35–44,,,Kept
2198,SAMS-00002199,2022-01-31,2022,Q1,January,Chile,South America,Concepción,Samsung Galaxy M04,Galaxy M,128 GB,Prism Black,No,107.56,3,1,104.33,104.33,CLP,960,100156.8,Authorized Reseller,EMI / Installment,Enterprise,18–24,Android (Other),4,Kept
2199,SAMS-00002200,2022-05-01,2022,Q2,May,Chile,South America,Concepción,Samsung Galaxy Tab S9+,Galaxy Tab,512 GB,Cream,No,1014.57,20,1,811.66,811.66,CLP,960,779193.6,Corporate / B2B,BNPL (Buy Now Pay Later),Enterprise,35–44,,,Kept
2200,SAMS-00002201,2022-05-12,2022,Q2,May,Chile,South America,Concepción,Samsung M8 4K Smart Monitor,Monitor,,White,No,760.48,10,1,684.43,684.43,CLP,960,657052.8,Corporate / B2B,Gift Card,Individual,55+,,5,Kept
2201,SAMS-00002202,2022-07-08,2022,Q3,July,Chile,South America,Concepción,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,1 TB,Cream,No,1159.72,0,1,1159.72,1159.72,CLP,960,1113331.2,Carrier Store,EMI / Installment,Enterprise,55+,,2.7,Kept
2202,SAMS-00002203,2022-12-03,2022,Q4,December,Chile,South America,Concepción,Samsung 25L Microwave,Appliances,,Black,No,206.59,20,4,165.27,661.08,CLP,960,634636.8,Corporate / B2B,Net Banking,Enterprise,18–24,,,Kept
2203,SAMS-00002204,2022-12-05,2022,Q4,December,Chile,South America,Concepción,Samsung T7 Shield 1TB SSD,Accessories,,White,No,100.2,5,1,95.19,95.19,CLP,960,91382.4,Corporate / B2B,Credit Card,Business,45–54,,4.1,Kept
2204,SAMS-00002205,2023-01-07,2023,Q1,January,Chile,South America,Concepción,Samsung Galaxy A54 5G,Galaxy A,64 GB,Awesome Peach,Yes,425.7,10,1,383.13,383.13,CLP,960,367804.8,Third-Party Retailer,Credit Card,Business,25–34,Feature Phone,,Kept
2205,SAMS-00002206,2023-03-03,2023,Q1,March,Chile,South America,Concepción,Samsung WindFree AC 1.5 Ton,Appliances,,Silver,No,783.44,0,1,783.44,783.44,CLP,960,752102.4,Corporate / B2B,Cash,Government,35–44,,,Returned
2206,SAMS-00002207,2023-03-15,2023,Q1,March,Chile,South America,Concepción,Samsung Galaxy Watch FE,Galaxy Watch,,Graphite,No,214.34,0,4,214.34,857.36,CLP,960,823065.6,Samsung Store,Debit Card,Government,25–34,,,Kept
2207,SAMS-00002208,2023-03-29,2023,Q1,March,Chile,South America,Concepción,Samsung Galaxy Z Fold 4,Galaxy Z,256 GB,Gray,Yes,1664.65,0,2,1664.65,3329.3,CLP,960,3196128,Samsung Store,Gift Card,Business,35–44,Android (Samsung),2.7,Kept
2208,SAMS-00002209,2023-05-05,2023,Q2,May,Chile,South America,Concepción,Samsung ViewFinity S9,Monitor,,White,No,1621.53,0,2,1621.53,3243.06,CLP,960,3113337.6,Authorized Reseller,Net Banking,Business,25–34,,,Returned
2209,SAMS-00002210,2023-05-16,2023,Q2,May,Chile,South America,Concepción,Samsung Neo QLED 4K QN85C,Smart TV,,Black,No,1744.13,0,1,1744.13,1744.13,CLP,960,1674364.8,Corporate / B2B,EMI / Installment,Government,35–44,,4.3,Kept
2210,SAMS-00002211,2023-06-24,2023,Q2,June,Chile,South America,Concepción,Samsung Galaxy Watch 6 Classic,Galaxy Watch,,Cream,No,406.29,7,4,377.85,1511.4,CLP,960,1450944,Authorized Reseller,Samsung Pay,Education,18–24,,2.6,Kept
2211,SAMS-00002212,2023-06-29,2023,Q2,June,Chile,South America,Concepción,Samsung Galaxy Watch 6 Classic,Galaxy Watch,,Silver,No,401.32,0,9,401.32,3611.88,CLP,960,3467404.8,E-commerce Platform,Net Banking,Education,45–54,,,Kept
2212,SAMS-00002213,2023-08-04,2023,Q3,August,Chile,South America,Concepción,Samsung WindFree AC 1.5 Ton,Appliances,,Black,No,733.7,0,4,733.7,2934.8,CLP,960,2817408,Carrier Store,Net Banking,Business,35–44,,2.6,Kept
2213,SAMS-00002214,2023-09-02,2023,Q3,September,Chile,South America,Concepción,Samsung Galaxy Watch 5,Galaxy Watch,,Gold,No,241.91,3,10,234.65,2346.5,CLP,960,2252640,Third-Party Retailer,Credit Card,Government,18–24,,,Kept
2214,SAMS-00002215,2023-09-13,2023,Q3,September,Chile,South America,Concepción,Samsung Galaxy M34 5G,Galaxy M,128 GB,Prism Black,Yes,228.55,0,4,228.55,914.2,CLP,960,877632,Online (Samsung.com),Net Banking,Government,45–54,Android (Samsung),3.3,Kept
2215,SAMS-00002216,2023-10-28,2023,Q4,October,Chile,South America,Concepción,Samsung Galaxy S23 Ultra,Galaxy S,512 GB,Titanium Black,Yes,1216.32,10,2,1094.69,2189.38,CLP,960,2101804.8,Third-Party Retailer,Net Banking,Education,18–24,iOS,3,Kept
2216,SAMS-00002217,2023-11-14,2023,Q4,November,Chile,South America,Concepción,Samsung French Door Refrigerator,Appliances,,Black,No,1863.56,3,1,1807.65,1807.65,CLP,960,1735344,E-commerce Platform,Credit Card,Business,45–54,,3.8,Kept
2217,SAMS-00002218,2023-12-19,2023,Q4,December,Chile,South America,Concepción,Samsung Galaxy A24,Galaxy A,256 GB,Awesome Lime,No,258.6,0,3,258.6,775.8,CLP,960,744768,Carrier Store,Debit Card,Enterprise,18–24,iOS,3,Returned
2218,SAMS-00002219,2024-01-16,2024,Q1,January,Chile,South America,Concepción,Samsung Galaxy Z Fold 4,Galaxy Z,256 GB,Blue,Yes,1794.23,10,1,1614.81,1614.81,CLP,960,1550217.6,Authorized Reseller,BNPL (Buy Now Pay Later),Education,55+,New User,2.9,Kept
2219,SAMS-00002220,2024-04-22,2024,Q2,April,Chile,South America,Concepción,Samsung Galaxy Watch 6 Classic,Galaxy Watch,,Graphite,No,408.43,0,5,408.43,2042.15,CLP,960,1960464,Corporate / B2B,Cash,Individual,55+,,,Kept
2220,SAMS-00002221,2024-05-05,2024,Q2,May,Chile,South America,Concepción,Samsung Galaxy S24,Galaxy S,1 TB,Titanium Yellow,Yes,868.47,15,1,738.2,738.2,CLP,960,708672,Carrier Store,Cash,Business,18–24,Android (Samsung),4.3,Exchanged
2221,SAMS-00002222,2024-05-23,2024,Q2,May,Chile,South America,Concepción,Samsung Galaxy S23,Galaxy S,128 GB,Titanium Gray,Yes,826.15,7,2,768.32,1536.64,CLP,960,1475174.4,E-commerce Platform,Net Banking,Government,35–44,Android (Other),,Kept
2222,SAMS-00002223,2024-07-20,2024,Q3,July,Chile,South America,Concepción,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,64 GB,Cream,No,1217.97,5,2,1157.07,2314.14,CLP,960,2221574.4,Carrier Store,EMI / Installment,Business,55+,,,Kept
2223,SAMS-00002224,2024-08-09,2024,Q3,August,Chile,South America,Concepción,Samsung Galaxy A54 5G,Galaxy A,128 GB,Awesome Peach,Yes,433.58,0,1,433.58,433.58,CLP,960,416236.8,E-commerce Platform,BNPL (Buy Now Pay Later),Individual,18–24,Android (Samsung),,Kept
2224,SAMS-00002225,2024-11-06,2024,Q4,November,Chile,South America,Concepción,Samsung Galaxy Tab S9,Galaxy Tab,512 GB,Lime,No,815.86,15,4,693.48,2773.92,CLP,960,2662963.2,Carrier Store,Gift Card,Education,25–34,,3.1,Kept
2225,SAMS-00002226,2021-01-02,2021,Q1,January,Chile,South America,La Serena,Samsung Galaxy S23+,Galaxy S,256 GB,Cream,Yes,1022.44,0,4,1022.44,4089.76,CLP,960,3926169.6,Corporate / B2B,Credit Card,Enterprise,25–34,Android (Other),2.8,Kept
2226,SAMS-00002227,2021-01-26,2021,Q1,January,Chile,South America,La Serena,Samsung Odyssey G7 27-inch,Monitor,,White,No,651.24,15,3,553.55,1660.65,CLP,960,1594224,Third-Party Retailer,EMI / Installment,Individual,18–24,,4.7,Kept
2227,SAMS-00002228,2021-03-05,2021,Q1,March,Chile,South America,La Serena,Samsung Wireless Charger Pad,Accessories,,Blue,No,46.01,0,1,46.01,46.01,CLP,960,44169.6,Authorized Reseller,Samsung Pay,Individual,25–34,,,Kept
2228,SAMS-00002229,2021-03-10,2021,Q1,March,Chile,South America,La Serena,Samsung Odyssey Neo G9,Monitor,,Black,No,1418.12,3,1,1375.58,1375.58,CLP,960,1320556.8,Samsung Store,Credit Card,Enterprise,18–24,,2.9,Kept
2229,SAMS-00002230,2021-04-26,2021,Q2,April,Chile,South America,La Serena,Samsung Galaxy S22,Galaxy S,512 GB,Phantom Black,Yes,749.51,0,1,749.51,749.51,CLP,960,719529.6,Samsung Store,Samsung Pay,Enterprise,45–54,Android (Other),3.8,Kept
2230,SAMS-00002231,2021-06-15,2021,Q2,June,Chile,South America,La Serena,Samsung Galaxy Z Flip 3,Galaxy Z,1 TB,Green,Yes,742.44,0,1,742.44,742.44,CLP,960,712742.4,Samsung Store,Cash,Business,25–34,iOS,4.1,Kept
2231,SAMS-00002232,2021-08-28,2021,Q3,August,Chile,South America,La Serena,Samsung Galaxy Watch 6 Classic,Galaxy Watch,,Graphite,No,381.25,0,4,381.25,1525,CLP,960,1464000,Online (Samsung.com),Gift Card,Individual,25–34,,3.2,Exchanged
2232,SAMS-00002233,2021-09-23,2021,Q3,September,Chile,South America,La Serena,Samsung Galaxy A53 5G,Galaxy A,64 GB,Awesome Lime,Yes,368.4,5,1,349.98,349.98,CLP,960,335980.8,Carrier Store,Gift Card,Business,55+,Android (Samsung),4.6,Kept
2233,SAMS-00002234,2021-10-20,2021,Q4,October,Chile,South America,La Serena,Samsung OLED S95C 65-inch,Smart TV,,Beige,No,2689.51,0,1,2689.51,2689.51,CLP,960,2581929.6,Authorized Reseller,Net Banking,Business,55+,,2.7,Kept
2234,SAMS-00002235,2021-10-28,2021,Q4,October,Chile,South America,La Serena,Samsung 45W USB-C Charger,Accessories,,Black,No,52.04,12,1,45.8,45.8,CLP,960,43968,Carrier Store,EMI / Installment,Individual,25–34,,4.7,Kept
2235,SAMS-00002236,2022-02-11,2022,Q1,February,Chile,South America,La Serena,Samsung Galaxy A34 5G,Galaxy A,64 GB,Awesome Graphite,Yes,431.41,2,5,422.78,2113.9,CLP,960,2029344,Carrier Store,Debit Card,Education,45–54,Android (Samsung),4.1,Kept
2236,SAMS-00002237,2022-03-18,2022,Q1,March,Chile,South America,La Serena,Samsung Galaxy Tab S9 FE,Galaxy Tab,64 GB,Cream,No,453.73,2,1,444.66,444.66,CLP,960,426873.6,Samsung Store,BNPL (Buy Now Pay Later),Individual,55+,,,Kept
2237,SAMS-00002238,2022-03-26,2022,Q1,March,Chile,South America,La Serena,Samsung Galaxy S23 FE,Galaxy S,128 GB,Phantom White,Yes,572.45,0,1,572.45,572.45,CLP,960,549552,Carrier Store,BNPL (Buy Now Pay Later),Education,18–24,iOS,,Kept
2238,SAMS-00002239,2022-04-25,2022,Q2,April,Chile,South America,La Serena,Samsung ViewFinity S9,Monitor,,White,No,1447.47,15,2,1230.35,2460.7,CLP,960,2362272,Carrier Store,Debit Card,Individual,18–24,,4.6,Kept
2239,SAMS-00002240,2022-05-09,2022,Q2,May,Chile,South America,La Serena,Samsung 870 EVO 1TB SSD,Accessories,,Blue,No,123.76,20,1,99.01,99.01,CLP,960,95049.6,Authorized Reseller,Gift Card,Individual,25–34,,,Kept
2240,SAMS-00002241,2022-06-10,2022,Q2,June,Chile,South America,La Serena,Samsung Galaxy A04,Galaxy A,256 GB,Awesome White,No,112.47,0,2,112.47,224.94,CLP,960,215942.4,Carrier Store,Cash,Business,55+,Android (Other),4.6,Kept
2241,SAMS-00002242,2022-07-04,2022,Q3,July,Chile,South America,La Serena,Samsung Galaxy Watch FE,Galaxy Watch,,Cream,No,207.57,10,3,186.81,560.43,CLP,960,538012.8,Samsung Store,Debit Card,Business,18–24,,,Kept
2242,SAMS-00002243,2022-07-16,2022,Q3,July,Chile,South America,La Serena,Samsung M8 4K Smart Monitor,Monitor,,White,No,759.37,12,6,668.25,4009.5,CLP,960,3849120,Online (Samsung.com),BNPL (Buy Now Pay Later),Business,35–44,,2.7,Kept
2243,SAMS-00002244,2022-10-27,2022,Q4,October,Chile,South America,La Serena,Samsung 45W USB-C Charger,Accessories,,White,No,46.75,0,1,46.75,46.75,CLP,960,44880,Third-Party Retailer,Samsung Pay,Education,25–34,,3.6,Kept
2244,SAMS-00002245,2022-10-31,2022,Q4,October,Chile,South America,La Serena,Samsung Galaxy A33 5G,Galaxy A,64 GB,Awesome Lime,Yes,366.43,0,2,366.43,732.86,CLP,960,703545.6,Online (Samsung.com),Cash,Individual,35–44,Feature Phone,4.5,Kept
2245,SAMS-00002246,2022-11-02,2022,Q4,November,Chile,South America,La Serena,Samsung Galaxy S24 Ultra,Galaxy S,1 TB,Titanium Black,Yes,1254.1,0,3,1254.1,3762.3,CLP,960,3611808,Carrier Store,Credit Card,Education,35–44,New User,2.9,Kept
2246,SAMS-00002247,2022-11-11,2022,Q4,November,Chile,South America,La Serena,Samsung Galaxy Watch 4,Galaxy Watch,,Sapphire,No,203.82,0,3,203.82,611.46,CLP,960,587001.6,Authorized Reseller,BNPL (Buy Now Pay Later),Enterprise,25–34,,,Kept
2247,SAMS-00002248,2023-02-09,2023,Q1,February,Chile,South America,La Serena,Samsung Galaxy M34 5G,Galaxy M,256 GB,Deep Ocean Blue,Yes,245.48,20,1,196.38,196.38,CLP,960,188524.8,Carrier Store,Gift Card,Government,55+,Android (Other),4.4,Kept
2248,SAMS-00002249,2023-03-10,2023,Q1,March,Chile,South America,La Serena,Samsung QE50Q80C QLED 50-inch,Smart TV,,White,No,926.18,0,2,926.18,1852.36,CLP,960,1778265.6,Authorized Reseller,Net Banking,Government,55+,,3.5,Kept
2249,SAMS-00002250,2023-03-22,2023,Q1,March,Chile,South America,La Serena,Samsung Galaxy M04,Galaxy M,64 GB,Deep Ocean Blue,No,96.68,2,1,94.75,94.75,CLP,960,90960,Carrier Store,Gift Card,Government,55+,New User,4,Kept
2250,SAMS-00002251,2023-05-25,2023,Q2,May,Chile,South America,La Serena,Samsung 25W USB-C Adapter,Accessories,,White,No,30.22,20,1,24.18,24.18,CLP,960,23212.8,Samsung Store,Cash,Enterprise,55+,,3.9,Kept
2251,SAMS-00002252,2023-06-14,2023,Q2,June,Chile,South America,La Serena,Samsung French Door Refrigerator,Appliances,,Silver,No,1690.47,0,1,1690.47,1690.47,CLP,960,1622851.2,E-commerce Platform,Gift Card,Government,25–34,,4.6,Kept
2252,SAMS-00002253,2023-06-22,2023,Q2,June,Chile,South America,La Serena,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Peach,No,162.34,2,1,159.09,159.09,CLP,960,152726.4,Authorized Reseller,Net Banking,Individual,45–54,Android (Samsung),4.5,Kept
2253,SAMS-00002254,2023-12-15,2023,Q4,December,Chile,South America,La Serena,Samsung Galaxy M14 5G,Galaxy M,64 GB,Midnight Blue,Yes,190.37,0,4,190.37,761.48,CLP,960,731020.8,Online (Samsung.com),EMI / Installment,Education,25–34,Android (Samsung),3,Kept
2254,SAMS-00002255,2024-02-13,2024,Q1,February,Chile,South America,La Serena,Samsung Galaxy Watch 6,Galaxy Watch,,Graphite,No,311.94,10,5,280.75,1403.75,CLP,960,1347600,Samsung Store,Debit Card,Business,25–34,,4.2,Kept
2255,SAMS-00002256,2024-03-15,2024,Q1,March,Chile,South America,La Serena,Samsung The Frame 55-inch,Smart TV,,Beige,No,1308.17,0,7,1308.17,9157.19,CLP,960,8790902.4,Authorized Reseller,Cash,Individual,55+,,3.2,Kept
2256,SAMS-00002257,2024-04-04,2024,Q2,April,Chile,South America,La Serena,Samsung Galaxy Buds FE,Galaxy Buds,,Bora Purple,No,95.4,12,2,83.95,167.9,CLP,960,161184,Third-Party Retailer,Credit Card,Business,35–44,,4.4,Kept
2257,SAMS-00002258,2024-05-29,2024,Q2,May,Chile,South America,La Serena,Samsung Galaxy Watch 4,Galaxy Watch,,Gold,No,185.79,7,3,172.78,518.34,CLP,960,497606.4,Carrier Store,Samsung Pay,Individual,18–24,,4.8,Kept
2258,SAMS-00002259,2024-06-14,2024,Q2,June,Chile,South America,La Serena,Samsung Galaxy Watch 4,Galaxy Watch,,Bora Purple,No,212.1,7,1,197.25,197.25,CLP,960,189360,Corporate / B2B,Net Banking,Individual,45–54,,4.4,Kept
2259,SAMS-00002260,2024-06-15,2024,Q2,June,Chile,South America,La Serena,Samsung Galaxy Buds FE,Galaxy Buds,,Cream,No,105.44,5,1,100.17,100.17,CLP,960,96163.2,Samsung Store,EMI / Installment,Individual,25–34,,3.8,Kept
2260,SAMS-00002261,2024-06-29,2024,Q2,June,Chile,South America,La Serena,Samsung Galaxy Watch FE,Galaxy Watch,,Silver,No,209.86,0,2,209.86,419.72,CLP,960,402931.2,Carrier Store,Cash,Education,18–24,,2.8,Kept
2261,SAMS-00002262,2024-07-30,2024,Q3,July,Chile,South America,La Serena,Samsung Galaxy A04,Galaxy A,256 GB,Awesome White,No,110.07,10,3,99.06,297.18,CLP,960,285292.8,E-commerce Platform,Samsung Pay,Enterprise,25–34,iOS,4,Returned
2262,SAMS-00002263,2024-12-28,2024,Q4,December,Chile,South America,La Serena,Samsung Wireless Charger Pad,Accessories,,Silver,No,48.94,2,2,47.96,95.92,CLP,960,92083.2,Third-Party Retailer,Credit Card,Education,45–54,,,Kept
2263,SAMS-00002264,2021-01-25,2021,Q1,January,Chile,South America,Rancagua,Samsung T7 Shield 1TB SSD,Accessories,,Navy,No,93.36,0,1,93.36,93.36,CLP,960,89625.6,Corporate / B2B,Cash,Education,45–54,,3.5,Kept
2264,SAMS-00002265,2021-03-01,2021,Q1,March,Chile,South America,Rancagua,Samsung S Pen (Galaxy S24 Ultra),Accessories,,White,Yes,48.78,20,1,39.02,39.02,CLP,960,37459.2,Carrier Store,Gift Card,Enterprise,25–34,,4.8,Kept
2265,SAMS-00002266,2021-05-20,2021,Q2,May,Chile,South America,Rancagua,Samsung QE50Q80C QLED 50-inch,Smart TV,,Beige,No,845.14,10,3,760.63,2281.89,CLP,960,2190614.4,Authorized Reseller,Debit Card,Education,45–54,,,Returned
